CUST_NO,CLIENT_SEGMENT,FULL_NAME,ENTITY_NAME,DOB,SEX,TAX_ID,COMPANY_REG_NO,NZBN,ADDR_1,ADDR_2,ADDR_3,CONTACT_PH_1,CONTACT_PH_2,EMAIL_ADDR,OCCUPATION_CD,EMPLOYER,INCOME_BAND,ONBOARD_DT,KYC_VERIFIED,KYC_LAST_REVIEW,AML_RISK,PEP_IND,PRODUCT_CODES,ACCT_CNT,TOTAL_DEP_BAL,TOTAL_LOAN_BAL,INTERNAL_RISK_GRADE,HOME_BRANCH_CD,E_STATEMENTS,DECEASED_IND,STATUS
00401135,RETAIL,"JOHANSSON, PRIYA",,09-DEC-1991,F,133939968,,,133 VICTORIA RD,ST CLAIR,DUNEDIN 9012,0292719438,,,STUD,FONTERRA,C: 70-120K,28-FEB-2017,Y,24-OCT-2021,L,N,CC|INS|TD,3,40785.33,0.0,5,BR117,N,N,A
00402560,RETAIL,"MARTIN, LUCY",,20-MAR-1977,F,,,,8/223 NIKAU ST,ROSLYN,DUNEDIN 9010,029-3344532,(03) 8867467,,RETI,SELF,B: 30-70K,14-MAR-1988,Y,09-DEC-2018,M,N,CC|TD,1,2663.14,0.0,1,BR121,Y,N,A
00401882,RETAIL,"WALKER, OLIVER",,14-MAR-1996,M,126146612,,,135 RANUI PL,MOUNT MAUNGANUI,TAURANGA 3116,022-5984804,,,STUD,FONTERRA,A: <30K,28-AUG-2010,Y,16-JUL-2020,L,N,CC|MTG|SAV,1,16823.72,597864.03,1,BR136,N,N,A
00403347,RETAIL,"HARRIS, ETHAN",,19-JAN-1987,M,116654547,,,9 MANUKA ST,HILLCREST,HAMILTON 3216,+64292011280,(07) 5353093,ETHAN92@GMAIL.COM,UNEM,SPARK,A: <30K,12-JUL-2005,Y,15-OCT-2018,L,N,CHQ|MTG|PL|TD,2,19989.7,709876.19,4,BR105,N,N,D
00404014,SME,,TASMAN VINEYARDS LTD,,,135450288,5263148,9429879540300,90 TUI RD,ROSLYN,DUNEDIN 9010,(03) 2613089,0276116457,,,,,03-APR-2005,Y,23-MAY-2019,M,N,BCC,3,98609.64,0,5,BR131,Y,N,A
00401998,RETAIL,"KENNEDY, MERE J",,08-JUN-2005,F,128045276,,,203 RATA ST,SUMNER,CHRISTCHURCH 8081,+64214952861,,,TEAC,FONTERRA,A: <30K,18-SEP-1990,Y,07-AUG-2025,H,N,CC|INS,4,8214.72,0.0,5,BR130,N,N,A
00401538,RETAIL,"ROSSI, ANTHONY",,10-FEB-1969,M,111579024,,,186 KAURI AVE,,DUNEDIN 9012,0228604107,,,PUBL,SELF,B: 30-70K,03-MAR-2002,N,03-JUL-2020,M,N,MTG|PL,1,87145.43,473836.98,4,BR112,N,N,A
00401087,RETAIL,"ZHANG, MOHAMMED",,08-APR-1970,M,114900615,,,217 RANUI CRES,MOUNT MAUNGANUI,TAURANGA 3116,0226009898,(07) 3542053,MOHAMMED70@XTRA.CO.NZ,STUD,FLETCHER BUILDING,B: 30-70K,24-JAN-1989,N,22-DEC-2023,H,N,INS|MTG|SAV|TD,1,4292.51,144092.64,4,BR159,Y,N,A
00402830,RETAIL,"SCOTT, MEI",,01-DEC-1990,F,139822644,,,231 VICTORIA PL,RICCARTON,CHRISTCHURCH 8011,029-7403706,(03) 8389398,MEI20@XTRA.CO.NZ,FARM,SELF,D: 120K+,21-MAY-2011,N,02-NOV-2022,H,N,CHQ|INS|TD,2,3368.43,0.0,5,BR131,N,N,A
00402569,RETAIL,"CHEN, NAMOI M",,03-JUL-1975,F,109430222,,,226 RATA AVE,,DUNEDIN 9010,+64222799952,(07) 2224134,,SALE,FLETCHER BUILDING,B: 30-70K,21-OCT-2003,Y,02-OCT-2022,L,N,CC|PL|SAV,1,18397.87,0.0,6,BR101,N,N,D
00403639,RETAIL,"REID, TANE M",,29-AUG-1956,M,115074105,,,48 HILL TCE,RICCARTON,CHRISTCHURCH 8011,021-8901323,(03) 8936176,,NURS,TE WHATU ORA,A: <30K,16-AUG-2007,Y,14-JUL-2021,L,N,INS|TD,3,36085.17,0.0,1,BR116,Y,N,A
00400368,RETAIL,"CAMPBELL, MARGARET",,06-AUG-1954,F,108557312,,,2 CLYDE DR,OTUMOETAI,TAURANGA 3110,+64278920343,,MARGARET17@HOTMAIL.COM,BUIL,SPARK,B: 30-70K,11-APR-1995,N,22-JAN-2022,M,N,TD,1,4661.68,0.0,6,BR147,N,N,A
00404122,SME,,RURU ACCOUNTING LIMITED,,,117630673,7532093,9429693873071,182 GREAT NORTH RD,KARORI,WELLINGTON 6012,(04) 5578501,027-1511949,,,,,17-SEP-1990,N,11-OCT-2022,H,N,BCHQ|BSAV|MERCH|TD,2,24060.78,0,5,BR160,Y,N,A
00403834,RETAIL,"CAMPBEL,L JEN J",,12-NOV-1997,F,126927908,,,35 NIKAU TCE,CHARTWELL,HAMILTON 3210,,(07) 4577447,,ENGI,FONTERRA,D: 120K+,11-JUL-2017,N,31-MAY-2026,L,N,CC,1,3816.86,0.0,5,BR105,N,N,D
00401029,RETAIL,"WANG, XIN",,21-MAY-1971,F,129643391,,,1/103 POHUTUKAWA AVE,,WELLINGTON 6021,029-6081876,,XIN35@GMAIL.COM,NURS,COUNTDOWN,A: <30K,11-JUL-2017,Y,06-AUG-2026,L,N,MTG|PL|TD,4,33601.35,254632.88,6,BR157,Y,N,A
00401788,RETAIL,"MACLEOD, CHRISTOPHER",,11-SEP-1940,M,103793780,,,70 QUEEN DR,,CHRISTCHURCH 8014,0221964406,,CHRISTOPHER93@XTRA.CO.NZ,NURS,SOUTHERN CROSS FREIGHT LTD,D: 120K+,06-JUN-2019,Y,19-JUN-2026,M,N,CC|MTG|PL,4,1790.99,717822.3,2,BR105,Y,N,D
00402878,RETAIL,"SMITH, SOPHIE",,09-JUN-1966,F,107962125,,,14 BEACH RD,SUMNER,CHRISTCHURCH 8081,0226264350,(07) 3077504,SOPHIE52@GMAIL.COM,STUD,AIR NEW ZEALAND,A: <30K,22-AUG-2003,N,05-AUG-2022,L,N,INS,1,132684.48,0.0,2,BR143,Y,N,D
00400642,RETAIL,"WILSON, ANNA",,26-APR-1996,F,110669780,,,39 BEACH AVE,FRANKTON,HAMILTON 3204,029-7273153,(07) 9064242,ANNA1@GMAIL.COM,ELEC,SELF,B: 30-70K,30-MAY-2008,Y,13-AUG-2020,L,N,INS|PL|TD,3,15149.32,0.0,2,BR114,N,N,A
00402372,RETAIL,"REID, AROHA",,30-SEP-1986,F,,,,246 QUEEN TCE,MERIVALE,CHRISTCHURCH 8014,+64224925137,,,RETI,FONTERRA,D: 120K+,16-FEB-2011,Y,20-NOV-2025,L,N,SAV,4,4100.19,0.0,5,BR107,N,N,A
00403803,RETAIL,"MACLEOD, ANNA",,29-JUN-1984,F,,,,155 POHUTUKAWA DR,JOHNSONVILLE,WELLINGTON 6037,+64276814084,,,TRUC,,B: 30-70K,18-MAR-1992,Y,28-FEB-2024,L,N,CHQ|TD,1,94269.61,0.0,2,BR111,N,N,A
00401278,RETAIL,"TE RANGI, JEN J",,29-MAR-1994,F,118506340,,,44 MATAI TCE,CHARTWELL,HAMILTON 3210,0228741319,,JEN53@HOTMAIL.COM,SELF,COUNTDOWN,B: 30-70K,17-SEP-2015,Y,17-NOV-2020,M,N,CC|TD,1,37440.19,0.0,5,BR115,Y,N,A
00403929,RETAIL,"JOHANSSON, JUN",,13-MAR-1960,M,102476164,,,207 BEACH PL,HENDERSON,AUCKLAND 0612,021-8270731,,,FARM,MINISTRY OF EDUCATION,B: 30-70K,03-SEP-2008,Y,07-APR-2026,L,N,CC|INS|PL,3,7888.75,0.0,1,BR124,Y,N,A
00403853,RETAIL,"O'BRIEN, ETHAN",,21-SEP-1944,M,127972106,,,5/160 MATAI PL,PAPATOETOE,AUCKLAND 2025,+64293540259,(07) 8249648,ETHAN48@HOTMAIL.COM,SALE,MINISTRY OF EDUCATION,A: <30K,20-MAR-2013,Y,04-SEP-2019,L,N,CHQ|TD,2,81891.16,0.0,3,BR102,N,N,A
00403931,RETAIL,"MURRAY, CALLUM",,24-MAY-1963,M,115837715,,,224 HARBOUR CRES,REMUERA,AUCKLAND 1050,0221951889,,CALLUM14@GMAIL.COM,PUBL,COUNTDOWN,B: 30-70K,27-JUN-2020,Y,01-FEB-2025,L,N,PL,4,8936.85,0.0,5,BR140,N,N,A
00403461,RETAIL,"WILSON, JESS",,11-JUL-1965,F,101554431,,,20 HARBOUR AVE,ST CLAIR,DUNEDIN 9012,0216138028,(03) 4176538,,SOFT,,C: 70-120K,30-MAY-1990,Y,25-DEC-2023,L,N,CC|MTG,4,663.5,561210.54,2,BR107,Y,N,A
00402108,RETAIL,"CLARKE, TONY",,22-JUN-1979,M,,,,82 HILL TCE,MOUNT MAUNGANUI,TAURANGA 3116,+64279647322,(07) 2725946,TONY58@HOTMAIL.COM,SALE,COUNTDOWN,C: 70-120K,18-NOV-2011,N,04-JUN-2021,M,N,INS|MTG,1,20001.84,168484.58,5,BR128,Y,N,A
00404206,CORP,,Highland Property Management Ltd,,,,6331191,,18 KAURI ST,FRANKTON,HAMILTON 3204,(07) 4553067,,,,,,30-JUL-1996,N,21-OCT-2018,H,N,TD,6,63252.78,1500000,2,BR148,Y,N,A
00403999,SME,,Pukeko Transport Ltd,,,100752993,8242398,9429390891758,128 NIKAU RD,MOUNT MAUNGANUI,TAURANGA 3116,(07) 2596377,,,,,,01-NOV-2018,N,09-NOV-2020,L,N,BCHQ|EQF|TD,2,263678.34,0,3,BR120,Y,N,A
00403548,RETAIL,"SINGH, ELIZABETH P",,05-FEB-1961,F,103764476,,,3 NIKAU ST,CHARTWELL,HAMILTON 3210,022-1286745,(04) 8499915,,SELF,SOUTHERN CROSS FREIGHT LTD,A: <30K,17-JAN-1992,Y,20-APR-2020,H,N,CC|CHQ|INS,4,3697.47,0.0,3,BR118,Y,N,A
00401298,RETAIL,"BROWN, ANTHONY",,16-OCT-1955,M,114450199,,,155 HILL TCE,FRANKTON,HAMILTON 3204,+64214184162,,,BUIL,MINISTRY OF EDUCATION,A: <30K,12-FEB-2012,Y,31-AUG-2024,H,N,PL,2,242.0,0.0,1,BR160,N,N,A
00401947,RETAIL,"TE RANGI, MATEO",,29-MAY-2004,M,101189306,,,112 MANUKA PL,FRANKTON,HAMILTON 3204,022-5565366,,,SOFT,AUCKLAND COUNCIL,B: 30-70K,16-NOV-2015,Y,18-JUL-2024,L,N,CHQ|PL,2,2760.48,0.0,2,BR114,N,N,A
00402572,RETAIL,"PARATA, PETER",,28-FEB-1994,M,123068843,,,5/73 CLYDE ST,,WELLINGTON 6021,+64279957698,,PETER8@XTRA.CO.NZ,SELF,,B: 30-70K,27-MAY-2014,Y,24-AUG-2023,H,N,CC|SAV,3,17805.1,0.0,4,BR123,N,N,A
00400416,RETAIL,"CAMPBELL, IWLLIAM",,25-JUL-2000,M,,,,188 MARINE CRES,HALSWELL,CHRISTCHURCH 8025,021-1837735,,,SELF,,B: 30-70K,09-SEP-2001,Y,02-NOV-2019,L,N,SAV|TD,2,2655.62,0.0,4,BR109,Y,N,A
00402125,RETAIL,"O'BRIEN, PETER L",,10-NOV-1974,M,123716993,,,7/188 VICTORIA TCE,PAPANUI,CHRISTCHURCH 8053,0272934658,(03) 4063607,,FARM,,D: 120K+,23-DEC-2016,N,23-JUL-2025,M,N,CC|TD,4,15172.07,0.0,2,BR117,N,N,A
00402144,RETAIL,"SMITH, HELEN",,26-DEC-1942,F,123072290,,,127 STATION PL,MIRAMAR,WELLINGTON 6022,,,,LAWY,HARBOURVIEW AGED CARE LTD,C: 70-120K,29-DEC-1991,N,06-SEP-2018,L,Y,INS,2,14874.29,0.0,4,BR117,N,N,D
00400272,RETAIL,"ANDERSON, HANNAH J",,11-SEP-1967,F,133500222,,,82 NIKAU PL,NEWTOWN,WELLINGTON 6021,,,HANNAH48@XTRA.CO.NZ,UNEM,AIR NEW ZEALAND,A: <30K,21-JAN-2019,Y,21-MAY-2026,L,N,SAV,4,4097.28,0.0,1,BR146,N,N,A
00400523,RETAIL,"TIPENE, SAMUEL J",,27-DEC-1980,M,100318736,,,135 CLYDE CRES,,WELLINGTON 6021,0297073450,(04) 6727254,SAMUEL67@GMAIL.COM,BUIL,MINISTRY OF EDUCATION,D: 120K+,26-DEC-2003,N,23-AUG-2018,M,N,CC|TD,4,452.52,0.0,6,BR152,N,N,D
00401423,RETAIL,"CHEN, TONY",,12-FEB-1995,M,107928211,,,10/168 STATION RD,HALSWELL,CHRISTCHURCH 8025,0272305138,(03) 2891958,,STUD,MINISTRY OF EDUCATION,D: 120K+,29-NOV-1991,Y,26-NOV-2025,L,N,PL|SAV|TD,1,25124.07,0.0,5,BR102,N,N,A
00403993,SME,,KAURI JOINERY,,,114099168,5562595,,72 TUI TCE,CHARTWELL,HAMILTON 3210,(07) 5079757,,,,,,21-DEC-2023,Y,25-NOV-2023,M,N,BSAV|EQF|MERCH|OD,5,43098.54,0,3,BR128,Y,N,A
00401654,RETAIL,"WALKER, NAOMI",,06-OCT-1976,F,138930034,,,36 KAURI AVE,HILLCREST,HAMILTON 3216,+64217010679,(07) 2117759,NAOMI32@HOTMAIL.COM,NURS,TE WHATU ORA,B: 30-70K,22-NOV-2022,Y,05-AUG-2019,L,N,INS|MTG|PL,2,6227.26,401663.77,2,BR145,N,N,A
00404384,SME,,KAHA FITNESS,,,132306328,6751647,,23 TUI PL,RICCARTON,CHRISTCHURCH 8011,(03) 2734172,,,,,,06-APR-2004,N,31-MAY-2018,H,N,BCHQ,4,6455.4,300000,2,BR126,Y,N,A
00400489,RETAIL,"MACLEOD, AISHA L",,29-NOV-1998,F,117121944,,,4/116 MATAI DR,REMUERA,AUCKLAND 1050,+64216237303,,AISHA29@XTRA.CO.NZ,TEAC,TE WHATU ORA,A: <30K,08-DEC-2002,N,04-JUN-2021,H,N,CHQ|PL|SAV,3,3543.18,0.0,1,BR148,N,N,A
00401331,RETAIL,"LI, EMILY",,05-APR-1968,F,107277817,,,30 RANUI PL,KARORI,WELLINGTON 6012,0225575198,,EMILY93@GMAIL.COM,STUD,HARBOURVIEW AGED CARE LTD,B: 30-70K,29-DEC-1993,N,20-SEP-2023,L,N,MTG|PL,4,7737.78,458189.86,4,BR110,Y,N,A
00401890,RETAIL,"TUHIWAI, SOPHIE",,10-DEC-1969,F,121868566,,,156 HARBOUR TCE,MIRAMAR,WELLINGTON 6022,+64275685708,(04) 8765764,,RETI,KENDRIX ENGINEERING LTD,C: 70-120K,31-MAR-2021,Y,24-FEB-2022,L,N,SAV,1,72235.77,0.0,1,BR145,N,N,A
00401023,RETAIL,"TIPENE, ZOE",,04-SEP-1984,F,127165264,,,44 MATAI ST,MOUNT EDEN,AUCKLAND 1024,027-5367785,,ZOE91@XTRA.CO.NZ,RETI,COUNTDOWN,A: <30K,06-JAN-2022,Y,13-JUN-2026,L,N,CC,1,25512.84,0.0,4,BR154,N,N,A
00404259,CORP,,Whitebait Creek Holdings Ltd,,,103165640,5172470,,81 HARBOUR DR,ST CLAIR,DUNEDIN 9012,(03) 8961672,027-5456258,,,,,06-NOV-2001,Y,02-JUL-2023,L,N,BCHQ|BSAV|EQF|MERCH,6,54677.7,1500000,3,BR131,Y,N,A
00403198,RETAIL,"KIM, VICKY",,19-AUG-1965,F,111881667,,,143 KAURI RD,SUMNER,CHRISTCHURCH 8081,021-6531933,(03) 8577108,VICKY52@HOTMAIL.COM,SELF,AIR NEW ZEALAND,A: <30K,28-NOV-2002,N,06-JUN-2022,H,N,MTG|PL|TD,4,2345.9,479766.36,3,BR108,N,N,A
00401518,RETAIL,"FITZGERALD, AISHA",,03-DEC-1964,F,130147776,,,52 TOTARA CRES,PAPAMOA,TAURANGA 3118,+64271715822,(07) 9995001,,TRUC,MINISTRY OF EDUCATION,D: 120K+,12-FEB-2001,Y,16-MAY-2024,L,N,INS|MTG,4,2139.1,791437.24,2,BR128,Y,N,A
00404421,SME,,SOUTHERN LIGHTS ELECTRICAL LTD,,,110347190,4793375,9429362879381,77 RATA ST,KELBURN,WELLINGTON 6012,(04) 7978785,022-7391596,,,,,07-APR-2009,Y,01-DEC-2023,M,N,BCC|EQF|TD,4,112358.52,300000,2,BR100,Y,N,A
00403046,RETAIL,"VAN DER BERG, HEMI",,06-DEC-1960,M,134689185,,,97 TOTARA AVE,MOUNT EDEN,AUCKLAND 1024,+64272669395,(09) 6319904,,CHEF,AIR NEW ZEALAND,A: <30K,08-MAY-1996,Y,13-DEC-2025,M,N,CHQ|MTG|SAV,3,43551.19,578294.71,5,BR130,N,N,A
00403099,RETAIL,"REID, MEI M",,12-OCT-2006,F,121636847,,,49 QUEEN AVE,,DUNEDIN 9011,0293233205,,,ELEC,KENDRIX ENGINEERING LTD,C: 70-120K,13-FEB-1995,Y,14-DEC-2019,L,N,CC|INS,2,8494.51,0.0,1,BR145,Y,N,A
00403289,RETAIL,"TUHIWAI, VICTORIA",,26-MAY-1984,F,109831560,,,10 ALBERT AVE,,AUCKLAND 1011,029-7979922,(09) 8907149,VICTORIA43@GMAIL.COM,DOCT,SELF,D: 120K+,31-OCT-2012,Y,01-SEP-2018,L,N,CHQ|INS,3,22889.09,0.0,5,BR116,Y,N,A
00400040,RETAIL,"TE RANGI, AISHA A",,20-NOV-1954,F,123930825,,,211 TOTARA CRES,,CHRISTCHURCH 8081,0278386995,,AISHA85@GMAIL.COM,UNEM,AUCKLAND COUNCIL,A: <30K,02-MAY-2002,Y,04-DEC-2023,L,N,CC|CHQ|SAV,1,11133.6,0.0,3,BR104,N,N,D
00402739,RETAIL,"KENNEDY, TONY",,30-MAY-1981,M,122295992,,,2/156 GREAT NORTH DR,KARORI,WELLINGTON 6012,0213245231,,TONY36@XTRA.CO.NZ,CHEF,COUNTDOWN,C: 70-120K,14-MAR-2013,Y,06-FEB-2018,L,N,INS,4,5265.31,0.0,1,BR114,N,N,A
00402193,RETAIL,"KIM, ANDREW",,09-SEP-1954,M,119625538,,,167 PARK AVE,MOUNT MAUNGANUI,TAURANGA 3116,+64214914649,,,ACCO,TE WHATU ORA,B: 30-70K,24-APR-2021,N,27-MAR-2021,H,N,CHQ|PL,1,30413.41,0.0,4,BR135,Y,N,A
