customer_id,customer_type,title,first_name,middle_name,last_name,business_name,trading_name,date_of_birth,gender,ird_number,nzbn,email,mobile_phone,landline_phone,street_address,suburb,city,postcode,country,occupation,employer_name,annual_income_nzd,customer_since,kyc_status,aml_risk_rating,pep_flag,num_accounts,products_held,total_deposits_nzd,total_lending_nzd,credit_score,preferred_branch,online_banking_active,marketing_opt_in,customer_status
HB-10046,Individual,Ms,Ruby,,Ngata,,,2000-02-13,F,130-340-213,,ruby.ngata@xtra.co.nz,029 700 6884,07 723 8560,124 Rata Place,Hillcrest,Hamilton,3216,NZ,Teacher,Southern Cross Freight Ltd,35000,2013-06-23,Verified,Low,N,4,Savings,46717.33,0,411,Hamilton Central,Y,Y,Active
HB-10134,Individual,Miss,Lucy,Ann,Kennedy,,,1973-10-14,F,107-390-496,,lucy.kennedy@gmail.com,029 858 0771,,147 Manuka Crescent,Mount Maunganui,Tauranga,3116,NZ,Lawyer,Ministry of Education,35000,2001-10-14,Verified,Medium,N,4,Savings,2908.66,12000,379,Tauranga Central,Y,N,Active
HB-10388,Individual,Mr,William,,Wang,,,2000-07-23,M,104-387-447,,,027 579 8279,04 407 4822,"Unit 11, 62 Albert Place",Johnsonville,Wellington,6037,NZ,Teacher,Southern Cross Freight Ltd,85000,2000-08-02,Expired,Low,N,4,Personal Loan;Savings;Term Deposit,34864.36,0,873,Wellington Central,Y,N,Active
HB-10623,Individual,Dr,Losa,John,Wilson,,,1945-10-09,F,126-032-273,,losa.wilson@xtra.co.nz,022 706 3005,07 578 7701,115 Tui Place,Papamoa,Tauranga,3118,NZ,Student,Southern Cross Freight Ltd,35000,2004-05-04,Verified,Low,N,5,Credit Card;Everyday;KiwiSaver;Savings,46249.85,0,776,Tauranga Central,N,N,Active
HB-10543,Individual,Dr,Katherine,,Li,,,1954-06-10,F,112-336-411,,,029 461 5197,09 777 4089,66 Beach Place,Takapuna,Auckland,0622,NZ,Nurse,Self,160000,2008-02-07,Verified,Low,N,4,Everyday;Personal Loan;Savings,4891.3,0,364,Auckland Central,Y,Y,Active
HB-10895,Individual,Mr,Arjun,Paul,Scott,,,1971-05-25,M,119-921-924,,arjun.scott@xtra.co.nz,027 367 2743,,169 Clyde Road,Mount Maunganui,Tauranga,3116,NZ,Builder,Air New Zealand,18000,2007-03-15,Verified,Low,N,5,KiwiSaver;Savings,22989.07,3500,415,Tauranga Central,Y,N,Dormant
HB-10539,Individual,Dr,Peter,,Thompson,,,1993-05-26,M,107-551-054,,peter.thompson@xtra.co.nz,029 366 7212,03 926 6937,11 Hill Avenue,Mornington,Dunedin,9011,NZ,Public Servant,Countdown,18000,1996-02-21,Verified,High,N,2,Credit Card;KiwiSaver;Savings,11669.22,3500,625,Dunedin Central,Y,Y,Active
HB-11150,Individual,Mr,Robert,,White,,,1979-04-08,M,131-949-159,,robert.white@outlook.com,027 152 6404,,10 Marine Place,Ponsonby,Auckland,1011,NZ,Public Servant,Countdown,35000,2004-11-10,Verified,Low,N,4,Everyday,32222.37,0,542,Auckland Central,Y,N,Active
HB-11094,Individual,Dr,Susan,Grace,Clarke,,,1992-02-16,F,112-682-929,,susan.clarke@gmail.com,027 409 4592,,97 Hill Avenue,Merivale,Christchurch,8014,NZ,Lawyer,Auckland Council,160000,2010-03-15,Verified,Low,N,1,Savings,4617.06,3500,682,Christchurch Central,Y,Y,Active
HB-10290,Individual,Ms,Susan,Lee,MacLeod,,,1984-03-29,F,139-014-437,,susan.macleod@xtra.co.nz,021 952 7482,09 730 8164,246 Matai Road,Henderson,Auckland,0612,NZ,Student,Kendrix Engineering Ltd,18000,2024-02-03,Verified,Low,N,4,Credit Card;Savings,20582.68,0,493,Auckland Central,Y,N,Active
HB-10281,Individual,Mr,Thomas,,Mitchell,,,1954-10-14,M,136-575-570,,thomas.mitchell@outlook.com,027 896 1799,,126 Totara Road,Roslyn,Dunedin,9010,NZ,Doctor,Fletcher Building,35000,2023-05-27,Verified,Medium,N,4,Credit Card;Home Loan;KiwiSaver;Personal Loan;Term Deposit,16202.61,306274.97,638,Dunedin Central,N,Y,Active
HB-11232,Business,,,,,Seaview Hotel Group Limited,The Seaview,,,136-297-396,9429467476348,accounts@seaviewhotelgroup.co.nz,029 707 4816,03 376 3447,241 Beach Street,Roslyn,Dunedin,9010,NZ,,,250000,2025-07-01,Pending,Medium,N,2,Business Credit Card;Equipment Finance,140312.1,0,,Dunedin Business Centre,Y,N,Active
HB-10015,Individual,Dr,Andrew,,Walker,,,1992-03-22,M,102-270-113,,,021 890 6520,,25 Totara Avenue,Frankton,Hamilton,3204,NZ,Farmer,Southern Cross Freight Ltd,68000,1995-05-26,Verified,High,N,4,Term Deposit,17548.57,0,442,Hamilton Central,Y,N,Active
HB-10804,Individual,Dr,Michael,Lee,McDonald,,,1944-02-18,M,106-103-724,,michael.mcdonald@outlook.com,027 684 2844,07 296 7082,31 Seaview Avenue,Mount Maunganui,Tauranga,3116,NZ,Doctor,Countdown,52000,1997-01-06,Verified,High,N,5,KiwiSaver;Personal Loan;Savings,4301.9,0,788,Tauranga Central,Y,N,Dormant
HB-11098,Individual,Dr,Anahera,,Tipene,,,1986-07-13,F,,,anahera.tipene@gmail.com,022 947 0322,07 259 5122,161 Matai Crescent,Mount Maunganui,Tauranga,3116,NZ,Doctor,Auckland Council,18000,2019-05-29,Verified,Low,N,2,Everyday;Home Loan;Personal Loan;Savings,12045.34,157191.83,670,Tauranga Central,Y,Y,Active
HB-11315,Business,,,,,Kōwhai Physiotherapy Limited,Kowhai Physio,,,121-410-752,9429177262075,accounts@kōwhaiphysiotherap.co.nz,021 489 4818,07 777 5726,206 Ranui Place,Chartwell,Hamilton,3210,NZ,,,250000,1998-04-08,Verified,Medium,N,4,Equipment Finance;Merchant Services;Overdraft,32939.52,50000,,Hamilton Business Centre,Y,N,Active
HB-11184,Business,,,,,Te Awa Civil Contracting Limited,,,,139-667-457,9429687410633,accounts@teawacivilcontract.co.nz,021 800 8205,09 975 1684,76 Harbour Terrace,Ponsonby,Auckland,1011,NZ,,,1200000,2017-04-10,Verified,Medium,N,6,Business Everyday;Business Savings,25391.34,0,,Auckland Business Centre,Y,N,Active
HB-10465,Individual,Mr,William,,Walker,,,1978-04-12,M,111-771-728,,william.walker@outlook.com,029 269 9360,03 533 4074,28 Kauri Street,Mornington,Dunedin,9011,NZ,Lawyer,Self,110000,2008-06-03,Verified,High,N,4,Credit Card;Home Loan;KiwiSaver;Personal Loan;Savings,9083.3,161214.18,678,Dunedin Central,Y,Y,Active
HB-10037,Individual,Dr,Zoe,,Reid,,,1970-05-10,F,123-541-338,,zoe.reid@outlook.com,027 370 2725,09 265 6325,"Unit 5, 74 Ranui Place",Takapuna,Auckland,0622,NZ,Unemployed,Auckland Council,85000,2023-10-10,Verified,Low,N,5,Everyday;KiwiSaver;Personal Loan;Term Deposit,20591.43,3500,501,Auckland Central,Y,Y,Active
HB-11226,Business,,,,,Horizon Plumbing & Gas Limited,,,,105-895-135,9429283169030,accounts@horizonplumbingand.co.nz,,09 688 1497,109 Rimu Road,Mount Eden,Auckland,1024,NZ,,,1200000,2003-06-04,Pending,Medium,N,2,Business Savings;Equipment Finance;Overdraft;Term Deposit,86669.16,1200000,,Auckland Business Centre,Y,N,Active
HB-10780,Individual,Miss,Jennifer,,Williams,,,1964-10-10,F,112-892-721,,jennifer.williams@outlook.com,029 426 3431,,10 Park Street,Onehunga,Auckland,1061,NZ,Doctor,Spark,110000,1997-10-20,Pending,Medium,N,3,Credit Card;Personal Loan,306659.41,3500,426,Auckland Central,Y,Y,Active
HB-10270,Individual,Mr,James,,Zhang,,,2006-12-13,M,111-164-041,,james.zhang@gmail.com,027 487 5027,03 819 8287,242 Totara Terrace,Papanui,Christchurch,8053,NZ,Chef,Self,110000,2010-10-01,Verified,Medium,N,2,Personal Loan,10252.2,0,634,Christchurch Central,Y,N,Active
HB-10715,Individual,Mr,Richard,,Anderson,,,2005-04-28,M,115-874-576,,,027 761 2216,09 561 4751,88 Totara Road,Remuera,Auckland,1050,NZ,Farmer,Harbourview Aged Care Ltd,0,1996-06-20,Verified,Low,N,3,Everyday;KiwiSaver;Personal Loan;Term Deposit,169297.93,0,928,Auckland Central,Y,Y,Active
HB-10710,Individual,Miss,Hannah,James,Anderson,,,1967-09-11,F,,,hannah.anderson@outlook.com,021 820 8009,,82 Nikau Place,Newtown,Wellington,6021,NZ,Unemployed,Air New Zealand,18000,2009-01-31,Pending,Medium,N,4,Everyday,32661.23,0,695,Wellington Central,Y,N,Active
HB-11289,Business,,,,,Pacific Steel Distributors Limited,,,,133-324-964,9429741030389,accounts@pacificsteeldistri.co.nz,,09 800 2552,244 Ranui Avenue,Mount Eden,Auckland,1024,NZ,,,600000,2025-01-06,Verified,Medium,N,3,Business Everyday;Equipment Finance,20809.02,0,,Auckland Business Centre,Y,N,Active
HB-11170,Business,,,,,Aotearoa Scaffolding Limited,AO Scaff,,,135-157-426,,accounts@aotearoascaffoldin.co.nz,,09 594 5236,199 Victoria Crescent,Onehunga,Auckland,1061,NZ,,,3500000,2024-04-19,Verified,Medium,N,3,Business Savings,2768789.52,50000,,Auckland Business Centre,Y,Y,Active
HB-10973,Individual,Ms,Zoe,Kahu,Tipene,,,1984-09-04,F,127-165-264,,zoe.tipene@xtra.co.nz,021 816 6938,,44 Matai Street,Mount Eden,Auckland,1024,NZ,Retired,Countdown,18000,2008-02-27,Expired,Low,N,1,Everyday;Personal Loan;Savings,62175.93,0,745,Auckland Central,Y,Y,Active
HB-11363,Individual,Mr,Bill,,Campbell,,,2000-07-25,M,,,,021 183 7735,,188 Marine Crescent,Halswell,Christchurch,8025,NZ,Self-employed,,68000,2006-05-20,Pending,Low,N,1,Everyday,48692.63,0,853,Christchurch Central,Y,Y,Active
HB-10167,Individual,Mr,Daniel,Lee,Scott,,,1985-02-11,M,118-087-726,,daniel.scott@xtra.co.nz,029 879 9353,,148 Manuka Drive,Mount Maunganui,Tauranga,3116,NZ,Software Developer,Ministry of Education,0,2015-09-13,Pending,Medium,N,1,Everyday;KiwiSaver;Savings;Term Deposit,8435.85,0,717,Tauranga Central,Y,N,Active
HB-10408,Individual,Dr,Christopher,,Williams,,,1983-01-09,M,103-489-781,,christopher.williams@xtra.co.nz,022 320 2618,,"Unit 9, 177 Hill Terrace",Mount Eden,Auckland,1024,NZ,Electrician,Fletcher Building,85000,2003-10-13,Expired,High,N,2,KiwiSaver;Personal Loan;Term Deposit,14198.64,3500,506,Auckland Central,Y,N,Active
HB-10555,Individual,Mr,Anthony,Jane,Parata,,,2006-03-14,M,105-094-226,,,021 350 5820,,"Unit 4, 1 Nikau Terrace",Johnsonville,Wellington,6037,NZ,Electrician,Ministry of Education,160000,2018-06-25,Verified,Medium,N,5,Credit Card;Home Loan;KiwiSaver;Personal Loan;Term Deposit,85673.29,772217.47,427,Wellington Central,Y,Y,Active
HB-11172,Business,,,,,Kaimai Dairy Farms Limited,,,,109-487-350,9429467433073,accounts@kaimaidairyfarms.co.nz,,04 954 7090,"Unit 11, 126 Totara Crescent",Johnsonville,Wellington,6037,NZ,,,8000000,2016-07-06,Pending,Medium,N,2,Term Deposit,85409.28,1200000,,Wellington Business Centre,Y,Y,Active
HB-10074,Individual,Mrs,Jennifer,,McDonald,,,1992-07-13,F,125-474-648,,jennifer.mcdonald@outlook.com,027 347 0514,,59 Matai Place,Papatoetoe,Auckland,2025,NZ,Truck Driver,Auckland Council,68000,2003-01-14,Verified,Low,N,1,KiwiSaver,9108.37,0,527,Auckland Central,N,Y,Active
HB-10449,Individual,Mr,William,,Reid,,,1980-03-07,M,125-732-768,,william.reid@xtra.co.nz,022 319 2752,,236 Pohutukawa Avenue,Hillcrest,Hamilton,3216,NZ,Lawyer,Auckland Council,35000,2013-03-18,Verified,Low,N,5,Everyday;KiwiSaver;Personal Loan;Term Deposit,6373.31,0,464,Hamilton Central,N,Y,Active
HB-10913,Individual,Dr,Lucy,John,White,,,1973-04-14,F,136-117-149,,lucy.white@xtra.co.nz,027 863 9606,,69 Seaview Avenue,Miramar,Wellington,6022,NZ,Accountant,Kendrix Engineering Ltd,52000,2023-09-12,Verified,High,N,3,Credit Card;Home Loan;KiwiSaver;Savings,2022.27,366884.51,488,Wellington Central,N,N,Active
HB-10575,Individual,Dr,Mere,,Faleolo,,,1951-12-20,F,129-875-116,,mere.faleolo@xtra.co.nz,021 802 6922,04 995 1186,68 Great North Avenue,Johnsonville,Wellington,6037,NZ,Lawyer,Air New Zealand,35000,2024-03-16,Verified,Low,N,2,Credit Card,32587.79,12000,430,Wellington Central,N,Y,Active
HB-10929,Individual,Mr,Wiremu,,White,,,1953-03-07,M,124-254-116,,wiremu.white@outlook.com,022 793 7674,,124 Harbour Avenue,Roslyn,Dunedin,9010,NZ,Truck Driver,Countdown,68000,2005-10-09,Verified,Medium,N,1,Savings;Term Deposit,2419.62,0,649,Dunedin Central,N,N,Active
HB-10585,Individual,Ms,Leilani,Michael,MacLeod,,,1983-06-09,F,116-039-554,,,029 269 9107,03 658 3522,231 Church Place,Riccarton,Christchurch,8011,NZ,Nurse,Air New Zealand,0,1996-05-15,Verified,Low,N,2,Credit Card;Everyday;KiwiSaver;Personal Loan,14298.67,0,744,Christchurch Central,Y,N,Active
HB-10734,Individual,Mrs,Kiri,,Johansson,,,1997-06-27,F,108-182-204,,kiri.johansson@xtra.co.nz,029 895 8579,,15 Rata Road,Remuera,Auckland,1050,NZ,Nurse,,0,2005-12-31,Pending,Low,N,5,Personal Loan,2079.67,3500,424,Auckland Central,Y,Y,Active
HB-10856,Individual,Mr,Joshua,Marie,Faleolo,,,2007-12-25,M,130-382-205,,joshua.faleolo@xtra.co.nz,027 470 7493,,96 Ranui Crescent,Mornington,Dunedin,9011,NZ,Builder,Air New Zealand,240000,1996-01-28,Verified,High,N,5,KiwiSaver;Personal Loan;Term Deposit,24417.63,0,727,Dunedin Central,Y,Y,Active
HB-10485,Individual,Ms,Elizabeth,Anne,Tuhiwai,,,1974-09-30,F,102-869-464,,elizabeth.tuhiwai@xtra.co.nz,022 667 8448,,45 Park Drive,Miramar,Wellington,6022,NZ,Truck Driver,Harbourview Aged Care Ltd,52000,2025-01-01,Pending,Low,N,1,Everyday;KiwiSaver,124002.13,0,365,Wellington Central,Y,Y,Active
HB-10369,Individual,Ms,Zoe,Grace,Walker,,,1994-12-14,F,119-550-801,,,021 879 8812,07 489 4664,29 Totara Terrace,Hillcrest,Hamilton,3216,NZ,Chef,Fonterra,240000,2018-07-11,Verified,Low,N,5,Everyday;Home Loan;Personal Loan;Savings,67033.05,704542.52,543,Hamilton Central,Y,Y,Active
HB-10339,Individual,Mr,Luca,,O'Brien,,,1963-04-04,M,109-742-040,,luca.obrien@outlook.com,021 546 7187,07 346 1654,23 Station Crescent,Otumoetai,Tauranga,3110,NZ,Sales Manager,Fonterra,35000,2005-04-19,Verified,Low,N,2,Credit Card;Home Loan;Personal Loan;Savings;Term Deposit,12067.17,648729.26,414,Tauranga Central,Y,N,Active
HB-11348,Individual,Miss,Grace,,Hughes,,,1997-09-16,F,,,,022 659 3510,03 975 3071,95 Manuka Place,Riccarton,Christchurch,8011,NZ,Software Developer,Harbourview Aged Care Ltd,35000,1999-09-26,Verified,Low,N,1,Everyday,8264.99,0,861,Christchurch Central,Y,N,Active
HB-10813,Individual,Dr,Christopher,,Clarke,,,1978-03-28,M,105-679-758,,christopher.clarke@xtra.co.nz,029 675 3912,,53 Seaview Place,Sumner,Christchurch,8081,NZ,Unemployed,Kendrix Engineering Ltd,110000,2023-09-24,Verified,Low,N,2,Credit Card;Everyday;Home Loan;KiwiSaver;Savings,20571.89,593370.6,634,Christchurch Central,Y,N,Active
HB-10009,Individual,Dr,Hamish,,Brown,,,1999-12-05,M,136-727-324,,hamish.brown@xtra.co.nz,029 584 8052,,87 Harbour Place,Chartwell,Hamilton,3210,NZ,Accountant,Ministry of Education,18000,2019-09-08,Pending,High,N,4,Everyday,84324.43,3500,852,Hamilton Central,Y,Y,Dormant
