customer_key,entity_type,full_name,first_name,middle_name,last_name,business_name,trading_name,other_names,date_of_birth,gender,tax_id,nzbn,street,suburb,city,postcode,email,all_emails,phones,customer_status,customer_since,kyc_verified,aml_risk,pep,num_accounts,total_deposits_nzd,total_lending_nzd,products,in_totara,in_harbourside,n_records,name_source,address_source,source_records,review_reasons
H:HB-11015,PERSON,Luca McDonald,Luca,,McDonald,,,,1965-01-21,M,135061344,,23 Queen Crescent,Roslyn,Dunedin,9010,luca.mcdonald@gmail.com,luca.mcdonald@gmail.com; luca20@gmail.com,0271928315; 038141905,Active,1992-08-02,true,Medium,false,3,27831.03,554256.53,Credit Card; Home Loan; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11015,H:HB-11015,H:HB-11015; T:00401180,address differs (confirm current address)
H:HB-11022,PERSON,Tane Ann Campbell,Tane,Ann,Campbell,,,,1971-07-26,M,125898424,,13 Ranui Road,Otumoetai,Tauranga,3110,tane39@hotmail.com,tane39@hotmail.com,0216314193; 078301440,Active,2009-06-28,true,Low,false,5,130701.52,0.00,Credit Card; Everyday; Savings; Term Deposit,true,true,2,H:HB-11022,H:HB-11022,H:HB-11022; T:00401208,
H:HB-11023,PERSON,Richard Mei White,Richard,Mei,White,,,,1998-07-11,M,117696984,,"Unit 11, 121 Nikau Road",Mornington,Dunedin,9011,richard.white@gmail.com,richard.white@gmail.com; richard46@hotmail.com,0223448541,Active,1992-02-23,true,High,false,9,39109.10,1335631.69,Everyday; Home Loan; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-11023,H:HB-11023,H:HB-11023; T:00401237,
H:HB-11026,PERSON,Oliver White,Oliver,,White,,,,1968-10-27,M,132391321,,195 Station Crescent,Johnsonville,Wellington,6037,oliver.white@outlook.com,oliver.white@outlook.com,0218846403; 046575344,Active,1998-11-02,true,Medium,false,4,126047.72,0.00,Credit Card; Everyday; Insurance; Personal Loan; Term Deposit,true,true,2,H:HB-11026,H:HB-11026,H:HB-11026; T:00401267,
H:HB-11030,PERSON,Jennifer Jane Te Rangi,Jennifer,Jane,Te Rangi,,,Jen Te Rangi,1994-03-29,F,118506340,,44 Matai Terrace,Chartwell,Hamilton,3210,jennifer.terangi@xtra.co.nz,jen53@hotmail.com; jennifer.terangi@xtra.co.nz,0228741319,Active,1999-11-02,true,Medium,false,5,60659.75,0.00,Credit Card; Term Deposit,true,true,2,H:HB-11030,H:HB-11030,H:HB-11030; T:00401278,
H:HB-11034,PERSON,Naomi John Kim,Naomi,John,Kim,,,,1994-11-09,F,118531608,,"Unit 5, 51 Great North Drive",Frankton,Hamilton,3204,naomi.kim@xtra.co.nz,naomi.kim@xtra.co.nz,0224103116,Active,2006-06-09,true,Medium,false,6,146303.70,3500.00,Credit Card; Insurance; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11034,H:HB-11034,H:HB-11034; T:00401281,
H:HB-11037,PERSON,Anthony Brown,Anthony,,Brown,,,,1955-10-16,M,114450199,,46 Totara Crescent,Onehunga,Auckland,1061,,,0214184162,Active,1998-08-25,true,High,false,3,6225.60,12000.00,Credit Card; KiwiSaver; Personal Loan,true,true,2,H:HB-11037,H:HB-11037,H:HB-11037; T:00401298,address differs (confirm current address)
H:HB-11046,PERSON,Charlotte Paul Clarke,Charlotte,Paul,Clarke,,,Charltote Clarke,1979-07-27,F,119514599,,63 Clyde Crescent,Johnsonville,Wellington,6037,charlotte.clarke@xtra.co.nz,charlotte.clarke@xtra.co.nz,0222725487,Active,2021-10-17,true,Low,false,2,77005.45,795253.04,Everyday; Home Loan; Insurance; Personal Loan; Term Deposit,true,true,2,H:HB-11046,H:HB-11046,H:HB-11046; T:00401307,address differs (confirm current address)
H:HB-11047,PERSON,Emily Marie Li,Emily,Marie,Li,,,,1968-04-05,F,107277817,,30 Ranui Place,Karori,Wellington,6012,emily93@gmail.com,emily93@gmail.com,0225575198,Active,1993-12-29,false,Medium,false,5,105364.24,458189.86,Everyday; Home Loan; Personal Loan; Term Deposit,true,true,2,H:HB-11047,H:HB-11047,H:HB-11047; T:00401331,
H:HB-11053,PERSON,Ruby Mei Johansson,Ruby,Mei,Johansson,,,,1993-09-29,F,101362760,,225 Park Drive,Mount Maunganui,Tauranga,3116,ruby.johansson@gmail.com,ruby.johansson@gmail.com,0229699699,Active,2006-07-30,true,High,false,6,15974.56,496688.74,Credit Card; Everyday; Home Loan; Insurance; KiwiSaver; Term Deposit,true,true,2,H:HB-11053,H:HB-11053,H:HB-11053; T:00401350,
H:HB-11060,PERSON,Rachel Marie Te Rangi,Rachel,Marie,Te Rangi,,,,1946-03-22,F,121903743,,214 Harbour Place,Papamoa,Tauranga,3118,rachel.terangi@xtra.co.nz,rachel.terangi@xtra.co.nz; rachel20@xtra.co.nz,0217658740,Active,1994-08-08,true,Low,false,4,3418.93,0.00,Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11060,H:HB-11060,H:HB-11060; T:00401352,
H:HB-11062,PERSON,Rawiri Rossi,Rawiri,,Rossi,,,,2003-06-21,M,113107372,,188 Matai Drive,Hillcrest,Hamilton,3216,rawiri.rossi@gmail.com,rawiri.rossi@gmail.com,0213764661,Active,2003-11-19,true,Low,false,6,223491.62,0.00,Credit Card; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11062,H:HB-11062,H:HB-11062; T:00401378,
H:HB-11069,PERSON,Arjun Parata,Arjun,,Parata,,,,1955-04-09,M,123106244,,241 Totara Avenue,St Clair,Dunedin,9012,arjun80@gmail.com,arjun80@gmail.com,0217714191,Active,2007-11-29,true,High,false,6,14988.47,0.00,Insurance; Savings,true,true,2,H:HB-11069,H:HB-11069,H:HB-11069; T:00401387,
H:HB-11071,PERSON,Peter James MacLeod,Peter,James,MacLeod,,,,1980-01-08,M,100807135,,71 Clyde Road,Roslyn,Dunedin,9010,peter.macleod@outlook.com,peter.macleod@outlook.com,0293211646,Active,1997-06-26,true,High,false,2,15065.85,734892.39,Credit Card; Home Loan; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-11071,H:HB-11071,H:HB-11071; T:00401398,
H:HB-11080,PERSON,Anthony Chen,Anthony,,Chen,,,Tony Chen,1995-02-12,M,107928211,,"Unit 10, 168 Station Road",Halswell,Christchurch,8025,anthony.chen@outlook.com,anthony.chen@outlook.com,0272305138; 032891958,Active,1991-11-29,true,Medium,false,2,34263.84,0.00,Credit Card; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11080,H:HB-11080,H:HB-11080; T:00401423,
H:HB-11085,PERSON,Tane Kahu Taylor,Tane,Kahu,Taylor,,,,1983-07-15,M,122936230,,157 Kereru Crescent,Newtown,Wellington,6021,tane27@xtra.co.nz,tane27@xtra.co.nz,0214380408; 044011799,Active,2014-02-10,true,Low,false,6,17545.47,3500.00,Credit Card; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-11085,H:HB-11085,H:HB-11085; T:00401450,
H:HB-11091,PERSON,David James Fonoti,David,James,Fonoti,,,Dave Fonoti,2000-01-26,M,111264010,,46 Nikau Terrace,Frankton,Hamilton,3204,dave92@hotmail.com,dave92@hotmail.com; david.fonoti@outlook.com,0299165486,Active,1990-01-07,false,Medium,true,5,88282.36,3500.00,Everyday; Insurance; Personal Loan,true,true,2,H:HB-11091,T:00401453,H:HB-11091; T:00401453,
H:HB-11093,PERSON,Nikolai Louise Campbell,Nikolai,Louise,Campbell,,,,1958-01-08,M,124577934,,162 Clyde Avenue,Roslyn,Dunedin,9010,nikolai.campbell@gmail.com,nikolai.campbell@gmail.com,0228763317; 0273345796,Active,2019-05-08,true,Low,false,7,25162.12,887694.11,Everyday; Home Loan; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11093,H:HB-11093,H:HB-11093; T:00401464,
H:HB-11094,PERSON,Susan Grace Clarke,Susan,Grace,Clarke,,,,1992-02-16,F,112682929,,97 Hill Avenue,Merivale,Christchurch,8014,susan.clarke@gmail.com,susan.clarke@gmail.com; susan97@xtra.co.nz,0274094592; 0297786314,Active,2010-03-15,true,Low,false,3,29390.28,3500.00,Everyday; Savings,true,true,2,H:HB-11094,H:HB-11094,H:HB-11094; T:00401486,
H:HB-11098,PERSON,Anahera Tipene,Anahera,,Tipene,,,,1986-07-13,F,130632214,,161 Matai Crescent,Mount Maunganui,Tauranga,3116,anahera.tipene@gmail.com,anahera.tipene@gmail.com,0218572603; 0229470322; 072595122,Active,1989-12-10,true,Low,false,4,21981.94,157191.83,Everyday; Home Loan; Insurance; Personal Loan; Savings,true,true,2,H:HB-11098,H:HB-11098,H:HB-11098; T:00401503,address differs (confirm current address)
H:HB-11103,PERSON,Fiona Jane Smith,Fiona,Jane,Smith,,,Fiona Macleod,1966-03-13,F,124865694,,210 Harbour Terrace,Papamoa,Tauranga,3118,,,0291064376; 077693261,Active,1996-09-26,true,Medium,false,3,157365.54,0.00,Credit Card; Everyday; Personal Loan; Savings,true,true,2,H:HB-11103,H:HB-11103,H:HB-11103; T:00401505,last name differs (name change or typo)
H:HB-11111,PERSON,Aisha Fitzgerald,Aisha,,Fitzgerald,,,,1964-12-03,F,130147776,,52 Totara Crescent,Papamoa,Tauranga,3118,aisha.fitzgerald@gmail.com,aisha.fitzgerald@gmail.com,0271715822; 079995001,Active,2001-02-12,true,Low,false,6,4450.40,791437.24,Everyday; Home Loan; Insurance,true,true,2,H:HB-11111,H:HB-11111,H:HB-11111; T:00401518,
H:HB-11119,PERSON,Anthony Rossi,Anthony,,Rossi,,,,1969-02-10,M,111579024,,186 Kauri Avenue,,Dunedin,9012,,,0228604107,Active,2002-03-03,false,Medium,false,3,102947.13,485836.98,Credit Card; Home Loan; Personal Loan; Savings,true,true,2,H:HB-11119,T:00401538,H:HB-11119; T:00401538,
H:HB-11121,PERSON,Aisha Paul Harris,Aisha,Paul,Harris,,,,1991-11-24,F,107384377,,88 Kauri Street,Takapuna,Auckland,0622,aisha.harris@xtra.co.nz,aisha.harris@xtra.co.nz; aisha32@xtra.co.nz,0213385304; 092915277,Active,2000-12-10,true,Low,false,6,14628.82,258393.67,Everyday; Home Loan; Insurance; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11121,H:HB-11121,H:HB-11121; T:00401542,address differs (confirm current address)
H:HB-11130,PERSON,Luca Walker,Luca,,Walker,,,,1961-05-14,M,120829387,,119 Pohutukawa Road,Johnsonville,Wellington,6037,,,0273222725,Dormant,2014-02-24,false,Low,false,4,22607.27,0.00,Savings; Term Deposit,false,true,1,H:HB-11130,H:HB-11130,H:HB-11130,
H:HB-11131,PERSON,Katherine Rossi,Katherine,,Rossi,,,,1970-03-18,F,122023266,,86 Park Avenue,Karori,Wellington,6012,katherine.rossi@xtra.co.nz,katherine.rossi@xtra.co.nz,0294928407,Active,2010-06-14,false,Low,false,4,4259.72,3500.00,Personal Loan; Savings; Term Deposit,false,true,1,H:HB-11131,H:HB-11131,H:HB-11131,
H:HB-11134,PERSON,Olivia Mitchell,Olivia,,Mitchell,,,,1954-04-28,F,131885082,,89 Clyde Avenue,Henderson,Auckland,0612,olivia.mitchell@gmail.com,olivia.mitchell@gmail.com,0221444970,Active,2009-08-10,false,High,false,2,7251.34,201216.18,Credit Card; Everyday; Home Loan; KiwiSaver; Savings,false,true,1,H:HB-11134,H:HB-11134,H:HB-11134,
H:HB-11137,PERSON,Anna Van der Berg,Anna,,Van der Berg,,,,1977-12-01,F,104402502,,132 Tui Drive,Chartwell,Hamilton,3210,anna.vanderberg@xtra.co.nz,anna.vanderberg@xtra.co.nz,0213592827,Active,1997-04-07,true,Low,false,4,108104.68,0.00,Credit Card; Everyday; KiwiSaver; Savings,false,true,1,H:HB-11137,H:HB-11137,H:HB-11137,
H:HB-11145,PERSON,Mohammed Johansson,Mohammed,,Johansson,,,,1976-02-08,M,124965367,,15 Totara Street,St Clair,Dunedin,9012,,,0227395401,Active,2021-07-08,true,Medium,false,1,19466.71,3500.00,Everyday; Personal Loan; Term Deposit,false,true,1,H:HB-11145,H:HB-11145,H:HB-11145,
H:HB-11150,PERSON,Robert White,Robert,,White,,,,1979-04-08,M,131949159,,10 Marine Place,Ponsonby,Auckland,1011,robert.white@outlook.com,robert.white@outlook.com,0271526404,Active,2004-11-10,true,Low,false,4,32222.37,0.00,Everyday,false,true,1,H:HB-11150,H:HB-11150,H:HB-11150,
H:HB-11151,BUSINESS,Kendrix Engineering Limited,,,,Kendrix Engineering Limited,Kendrix Eng,,,,127705880,9429763289682,"Unit 8, 115 Seaview Terrace",Mornington,Dunedin,9011,accounts@kendrixengineering.co.nz,accounts@kendrixengineering.co.nz,0215291241; 037148058,Active,2024-03-13,false,Medium,false,2,154574.82,1200000.00,Business Credit Card; Business Savings; Equipment Finance; Overdraft,false,true,1,H:HB-11151,H:HB-11151,H:HB-11151,
H:HB-11160,BUSINESS,Southern Cross Freight Limited,,,,Southern Cross Freight Limited,SX Freight,,,,124334940,9429449216200,168 Totara Crescent,Mount Maunganui,Tauranga,3116,accounts@southerncrossfreig.co.nz,accounts@southerncrossfreig.co.nz,0228145832; 078019879,Active,2002-02-28,true,Low,false,2,190368.36,250000.00,Business Credit Card; Overdraft; Term Deposit,false,true,1,H:HB-11160,H:HB-11160,H:HB-11160,
H:HB-11163,BUSINESS,Bluebell Cafe Limited,,,,Bluebell Cafe Limited,,,,,106419064,9429755812194,192 Park Street,Merivale,Christchurch,8014,accounts@bluebellcafe.co.nz,accounts@bluebellcafe.co.nz,0223116894; 032399069,Active,2021-09-24,true,Medium,false,2,267084.84,0.00,Business Credit Card; Business Everyday; Business Savings; Overdraft,false,true,1,H:HB-11163,H:HB-11163,H:HB-11163,
H:HB-11170,BUSINESS,Aotearoa Scaffolding Limited,,,,Aotearoa Scaffolding Limited,AO Scaff,,,,135157426,,199 Victoria Crescent,Onehunga,Auckland,1061,accounts@aotearoascaffoldin.co.nz,accounts@aotearoascaffoldin.co.nz,095945236,Active,2024-04-19,true,Medium,false,3,2768789.52,50000.00,Business Savings,false,true,1,H:HB-11170,H:HB-11170,H:HB-11170,
H:HB-11172,BUSINESS,Kaimai Dairy Farms Limited,,,,Kaimai Dairy Farms Limited,,,,,109487350,9429467433073,"Unit 11, 126 Totara Crescent",Johnsonville,Wellington,6037,accounts@kaimaidairyfarms.co.nz,accounts@kaimaidairyfarms.co.nz,049547090,Active,2016-07-06,false,Medium,false,2,85409.28,1200000.00,Term Deposit,false,true,1,H:HB-11172,H:HB-11172,H:HB-11172,
H:HB-11179,BUSINESS,Pacific Steel Fabricators Limited,,,,Pacific Steel Fabricators Limited,PSF Steel,,,,114107770,9429239551290,50 Kowhai Terrace,Mornington,Dunedin,9011,accounts@pacificsteelfabric.co.nz,accounts@pacificsteelfabric.co.nz,0271158523; 035464410,Active,2000-12-27,true,Medium,false,4,8789.04,0.00,Business Savings; Equipment Finance; Overdraft; Term Deposit,false,true,1,H:HB-11179,H:HB-11179,H:HB-11179,
H:HB-11184,BUSINESS,Te Awa Civil Contracting Limited,,,,Te Awa Civil Contracting Limited,,,,,139667457,9429687410633,76 Harbour Terrace,Ponsonby,Auckland,1011,accounts@teawacivilcontract.co.nz,accounts@teawacivilcontract.co.nz,0218008205; 099751684,Active,2017-04-10,true,Medium,false,6,25391.34,0.00,Business Everyday; Business Savings,false,true,1,H:HB-11184,H:HB-11184,H:HB-11184,
H:HB-11190,BUSINESS,Summit Roofing Solutions Limited,,,,Summit Roofing Solutions Limited,Summit Roofing,,,,126092390,9429307340756,59 Beach Terrace,Kelburn,Wellington,6012,accounts@summitroofingsolut.co.nz,accounts@summitroofingsolut.co.nz,0274934397; 047951240,Active,1996-04-18,true,Medium,false,5,16663.68,1200000.00,Business Everyday; Overdraft,false,true,1,H:HB-11190,H:HB-11190,H:HB-11190,
H:HB-11195,BUSINESS,Coastal Fisheries Limited,,,,Coastal Fisheries Limited,,,,,130418760,9429486200324,148 Harbour Road,Chartwell,Hamilton,3210,accounts@coastalfisheries.co.nz,accounts@coastalfisheries.co.nz,076077402,Active,2002-08-23,false,Medium,false,4,8940.48,250000.00,Business Credit Card; Equipment Finance; Term Deposit,false,true,1,H:HB-11195,H:HB-11195,H:HB-11195,
H:HB-11197,BUSINESS,Greenway Landscaping Limited,,,,Greenway Landscaping Limited,,,,,115721538,9429537566116,15 Park Road,Frankton,Hamilton,3204,accounts@greenwaylandscapin.co.nz,accounts@greenwaylandscapin.co.nz,074239899,Active,1996-06-21,true,Medium,false,1,978509.52,1200000.00,Business Credit Card; Business Everyday,false,true,1,H:HB-11197,H:HB-11197,H:HB-11197,
H:HB-11199,BUSINESS,Matariki Early Learning Limited,,,,Matariki Early Learning Limited,,,,,104105474,9429357186040,118 Park Terrace,Karori,Wellington,6012,accounts@matarikiearlylearn.co.nz,accounts@matarikiearlylearn.co.nz,042703205,Active,2024-09-21,true,High,false,4,33760.86,0.00,Business Credit Card; Business Everyday; Business Savings; Merchant Services,false,true,1,H:HB-11199,H:HB-11199,H:HB-11199,
H:HB-11207,BUSINESS,Ironbark Demolition Limited,,,,Ironbark Demolition Limited,,,,,138598175,9429936191245,21 Ranui Terrace,Miramar,Wellington,6022,accounts@ironbarkdemolition.co.nz,accounts@ironbarkdemolition.co.nz,0219147746; 042402986,Active,2000-06-01,true,Medium,false,1,179757.36,0.00,Business Credit Card; Equipment Finance; Merchant Services; Overdraft,false,true,1,H:HB-11207,H:HB-11207,H:HB-11207,
H:HB-11216,BUSINESS,Silverfern Warehousing Limited,,,,Silverfern Warehousing Limited,,,,,133851026,9429965498147,"Unit 6, 192 Park Place",Miramar,Wellington,6022,accounts@silverfernwarehous.co.nz,accounts@silverfernwarehous.co.nz,0298681581; 042001580,Active,2020-05-18,true,Low,false,1,55749.48,50000.00,Equipment Finance; Merchant Services,false,true,1,H:HB-11216,H:HB-11216,H:HB-11216,
H:HB-11225,BUSINESS,Precision Electrical Services Limited,,,,Precision Electrical Services Limited,Precision Sparks,,,,111729119,9429595485003,"Unit 12, 144 Manuka Terrace",Karori,Wellington,6012,accounts@precisionelectrica.co.nz,accounts@precisionelectrica.co.nz,046503049,Active,1996-12-31,true,Medium,false,4,28673.22,0.00,Business Everyday; Equipment Finance; Overdraft; Term Deposit,false,true,1,H:HB-11225,H:HB-11225,H:HB-11225,
H:HB-11226,BUSINESS,Horizon Plumbing & Gas Limited,,,,Horizon Plumbing & Gas Limited,,,,,105895135,9429283169030,109 Rimu Road,Mount Eden,Auckland,1024,accounts@horizonplumbingand.co.nz,accounts@horizonplumbingand.co.nz,096881497,Active,2003-06-04,false,Medium,false,2,86669.16,1200000.00,Business Savings; Equipment Finance; Overdraft; Term Deposit,false,true,1,H:HB-11226,H:HB-11226,H:HB-11226,
H:HB-11232,BUSINESS,Seaview Hotel Group Limited,,,,Seaview Hotel Group Limited,The Seaview,,,,136297396,9429467476348,241 Beach Street,Roslyn,Dunedin,9010,accounts@seaviewhotelgroup.co.nz,accounts@seaviewhotelgroup.co.nz,0297074816; 033763447,Active,2025-07-01,false,Medium,false,2,140312.10,0.00,Business Credit Card; Equipment Finance,false,true,1,H:HB-11232,H:HB-11232,H:HB-11232,
H:HB-11233,BUSINESS,Titan Crane Hire Limited,,,,Titan Crane Hire Limited,,,,,116837458,9429406021380,17 Kowhai Place,St Clair,Dunedin,9012,accounts@titancranehire.co.nz,accounts@titancranehire.co.nz,0229892108; 033772119,Active,2022-09-09,true,High,false,1,169555.44,1200000.00,Business Credit Card; Business Everyday; Merchant Services; Overdraft,false,true,1,H:HB-11233,H:HB-11233,H:HB-11233,
H:HB-11241,BUSINESS,Kiwi Fresh Produce Limited,,,,Kiwi Fresh Produce Limited,,,,,135845136,9429347941157,47 Manuka Drive,Riccarton,Christchurch,8011,accounts@kiwifreshproduce.co.nz,accounts@kiwifreshproduce.co.nz,0278461800; 034968848,Active,2015-12-30,false,Low,false,4,36144.96,1200000.00,Overdraft,false,true,1,H:HB-11241,H:HB-11241,H:HB-11241,
H:HB-11243,BUSINESS,Meridian Cleaning Services Limited,,,,Meridian Cleaning Services Limited,,,,,103556145,,201 Tui Crescent,Roslyn,Dunedin,9010,accounts@meridiancleaningse.co.nz,accounts@meridiancleaningse.co.nz,0227962542; 036793042,Active,2011-12-06,true,Medium,false,2,233095.50,0.00,Business Credit Card; Business Savings; Merchant Services; Overdraft,false,true,1,H:HB-11243,H:HB-11243,H:HB-11243,
H:HB-11250,BUSINESS,Otago Quarry Products Limited,,,,Otago Quarry Products Limited,,,,,139436185,9429261075170,89 Church Street,Onehunga,Auckland,1061,accounts@otagoquarryproduct.co.nz,accounts@otagoquarryproduct.co.nz,096172332,Active,2000-12-06,true,Low,false,4,283929.78,1200000.00,Business Credit Card; Equipment Finance; Merchant Services; Overdraft,false,true,1,H:HB-11250,H:HB-11250,H:HB-11250,
H:HB-11259,BUSINESS,Bay Boatbuilders Limited,,,,Bay Boatbuilders Limited,,,,,112792577,,170 Beach Road,St Clair,Dunedin,9012,accounts@bayboatbuilders.co.nz,accounts@bayboatbuilders.co.nz,037065759,Active,2025-12-20,false,Low,false,3,271173.00,250000.00,Business Everyday; Merchant Services; Term Deposit,false,true,1,H:HB-11259,H:HB-11259,H:HB-11259,
H:HB-11261,BUSINESS,Metro Waste Solutions Limited,,,,Metro Waste Solutions Limited,,,,,110746453,9429854390999,247 Great North Crescent,Chartwell,Hamilton,3210,accounts@metrowastesolution.co.nz,accounts@metrowastesolution.co.nz,0223419335; 075548127,Active,1995-02-23,false,Medium,false,3,130524.72,1200000.00,Business Everyday; Business Savings; Overdraft,false,true,1,H:HB-11261,H:HB-11261,H:HB-11261,
H:HB-11268,BUSINESS,Kauri Joinery Limited,,,,Kauri Joinery Limited,,,,,114099168,9429829478361,72 Tui Terrace,Chartwell,Hamilton,3210,accounts@kaurijoinery.co.nz,accounts@kaurijoinery.co.nz,0223466617; 075079757,Active,2018-03-17,true,Medium,false,8,112537.98,0.00,Business Savings; Equipment Finance; Merchant Services; Overdraft; Term Deposit,true,true,2,H:HB-11268,H:HB-11268,H:HB-11268; T:00403993,
H:HB-11275,BUSINESS,Pukeko Transport Limited,,,,Pukeko Transport Limited,,,,,100752993,9429390891758,128 Nikau Road,Mount Maunganui,Tauranga,3116,accounts@pukekotransport.co.nz,accounts@pukekotransport.co.nz,072596377,Active,1997-10-03,true,Medium,false,6,508766.16,0.00,Business Everyday; Business Savings; Equipment Finance; Term Deposit,true,true,2,H:HB-11275,H:HB-11275,H:HB-11275; T:00403999,
H:HB-11283,BUSINESS,Tasman Vineyards Limited,,,,Tasman Vineyards Limited,,,,,135450288,9429879540300,90 Tui Road,Roslyn,Dunedin,9010,accounts@tasmanvineyards.co.nz,accounts@tasmanvineyards.co.nz,0276116457; 032613089,Active,2005-04-03,true,Medium,false,7,152086.08,1200000.00,Business Credit Card; Business Everyday; Business Savings; Equipment Finance,true,true,2,H:HB-11283,H:HB-11283,H:HB-11283; T:00404014,
H:HB-11284,BUSINESS,Summit Roofing Supplies Limited,,,,Summit Roofing Supplies Limited,,,,,131036371,9429356116491,229 Manuka Place,Mount Maunganui,Tauranga,3116,accounts@summitroofingsuppl.co.nz,accounts@summitroofingsuppl.co.nz,0279611617; 078426633,Active,2006-02-16,true,Medium,false,4,117270.30,1500000.00,Business Credit Card; Business Everyday; Business Savings; Equipment Finance; Merchant Services; Overdraft,true,true,2,H:HB-11284,H:HB-11284,H:HB-11284; T:00404040,
H:HB-11289,BUSINESS,Pacific Steel Distributors Limited,,,,Pacific Steel Distributors Limited,,,,,133324964,9429741030389,244 Ranui Avenue,Mount Eden,Auckland,1024,accounts@pacificsteeldistri.co.nz,accounts@pacificsteeldistri.co.nz,098002552,Active,2003-04-01,true,Medium,false,9,23957.58,80000.00,Business Everyday; Business Savings; Equipment Finance; Overdraft; Term Deposit,true,true,2,H:HB-11289,H:HB-11289,H:HB-11289; T:00404055,
H:HB-11297,BUSINESS,Rangitoto Security Services Limited,,,,Rangitoto Security Services Limited,,,,,102951568,9429127065796,"Unit 12, 223 Totara Drive",Frankton,Hamilton,3204,accounts@rangitotosecuritys.co.nz,accounts@rangitotosecuritys.co.nz,0276270848; 073466917,Active,1996-03-30,true,High,false,12,324146.58,1550000.00,Business Credit Card; Business Everyday; Merchant Services; Term Deposit,true,true,2,H:HB-11297,H:HB-11297,H:HB-11297; T:00404063,address differs (confirm current address)
H:HB-11306,BUSINESS,Lakeside Motor Group Limited,,,,Lakeside Motor Group Limited,,,,,123976974,9429222970235,145 Kauri Road,Chartwell,Hamilton,3210,accounts@lakesidemotorgroup.co.nz,accounts@lakesidemotorgroup.co.nz,078468714,Active,2016-05-22,true,High,false,4,471596.64,0.00,Business Everyday; Business Savings; Equipment Finance; Overdraft,true,true,2,H:HB-11306,H:HB-11306,H:HB-11306; T:00404083,
H:HB-11311,BUSINESS,Harvest Food Manufacturing Limited,,,,Harvest Food Manufacturing Limited,,,,,118856184,9429357674446,112 Great North Crescent,Frankton,Hamilton,3204,accounts@harvestfoodmanufac.co.nz,accounts@harvestfoodmanufac.co.nz,0279501191; 073751938,Active,2006-03-28,true,High,false,8,2558437.68,330000.00,Term Deposit,true,true,2,H:HB-11311,H:HB-11311,H:HB-11311; T:00404111,
H:HB-11312,BUSINESS,Moana Dental Group Limited,,,,Moana Dental Group Limited,,,,,101102958,9429256482958,140 Hill Crescent,Ponsonby,Auckland,1011,accounts@moanadentalgroup.co.nz,accounts@moanadentalgroup.co.nz,0226345555; 096838432,Active,2023-06-14,true,Medium,false,10,420649.92,0.00,Business Savings; Equipment Finance; Term Deposit,true,true,2,H:HB-11312,H:HB-11312,H:HB-11312; T:00404116,
H:HB-11314,BUSINESS,Ruru Accounting Limited,,,,Ruru Accounting Limited,,,,,117630673,9429693873071,108 Marine Avenue,Johnsonville,Wellington,6037,accounts@ruruaccounting.co.nz,accounts@ruruaccounting.co.nz,0271511949; 045578501,Active,1990-09-17,true,High,false,8,120712.20,0.00,Business Everyday; Business Savings; Merchant Services; Overdraft; Term Deposit,true,true,2,H:HB-11314,H:HB-11314,H:HB-11314; T:00404122,address differs (confirm current address)
H:HB-11315,BUSINESS,Kōwhai Physiotherapy Limited,,,,Kōwhai Physiotherapy Limited,Kowhai Physio,Kowhai Physio Ltd,,,121410752,9429177262075,206 Ranui Place,Chartwell,Hamilton,3210,accounts@kōwhaiphysiotherap.co.nz,accounts@kōwhaiphysiotherap.co.nz,0214894818; 077775726,Active,1998-04-08,true,Medium,false,8,241575.00,50000.00,Equipment Finance; Merchant Services; Overdraft,true,true,2,H:HB-11315,H:HB-11315,H:HB-11315; T:00404139,
H:HB-11322,BUSINESS,Fernbird Software Limited,,,,Fernbird Software Limited,,,,,122179441,9429701455762,82 Rimu Drive,Roslyn,Dunedin,9010,accounts@fernbirdsoftware.co.nz,accounts@fernbirdsoftware.co.nz,0299290609; 033195632,Active,2007-11-22,true,High,false,7,196735.50,1750000.00,Business Credit Card; Business Everyday; Business Savings; Merchant Services; Overdraft,true,true,2,H:HB-11322,H:HB-11322,H:HB-11322; T:00404168,
H:HB-11326,BUSINESS,Waitematā Marine Services Limited,,,,Waitematā Marine Services Limited,,,,,136062383,9429348321478,83 Victoria Road,St Clair,Dunedin,9012,accounts@waitematāmarineser.co.nz,accounts@waitematāmarineser.co.nz,0226420117; 032613724,Active,1996-07-01,true,High,false,4,153066.66,0.00,Business Credit Card; Equipment Finance; Merchant Services; Term Deposit,true,true,2,H:HB-11326,H:HB-11326,H:HB-11326; T:00404180,
